id;PRIX;Marque;MODELE;MOTEUR;ANNEE;CARBURANT;KILOMETRAGE;NoteConsommation;Fiabilite;DureeGarantie;Performance;CoteAttendue;Habitabilite
1681301174-4860;41050;PEUGEOT;3008 II phase 2;1.5 BLUEHDI 130 GT;2023;Diesel;13068;2.5;3;2;5;3.5;3
1681301174-4861;31740;SKODA;KAMIQ;1.0 TSI 110 MONTE-CARLO;2024;Essence;14160;2.5;3;2;5;3.5;3
1681301174-4862;33080;PEUGEOT;3008 II;1.6 PURETECH 180 GT LINE;2020;Essence;71277;2.5;3;2;5;2;3
1681301177-4863;26600;PEUGEOT;208 II;1.2 PURETECH 100 GT;2023;Essence;168;2.5;3;2;5;2;3
1681301177-4864;41980;VOLKSWAGEN;GOLF VIII;1.5 ETSI 150 R-LINE;2023;Essence;28478;2.5;3;2;5;2;3
1681301177-4865;234870;PORSCHE;911 TYPE 992;3.0 450 CARRERA 4S;2021;Essence;9875;2.5;3;2;5;2;3
1681301177-4866;60980;LAND;ROVER RANGE ROVER SPORT II;3.0 SDV6 306 HSE DYNAMIC;2019;Diesel;189673;2.5;3;2;5;2;3
1681301177-4867;39390;PEUGEOT;3008 II phase 2;1.5 BLUEHDI 130 ALLURE PACK;2023;Diesel;2541;2.5;3;2;5;2;3
1681301177-4868;34370;TOYOTA;YARIS CROSS;1.5 116 TRAIL;2023;Hybrides;60;2.5;3;2;5;2;3
1681301177-4869;181230;PORSCHE;PANAMERA II SPORT TURISMO phase 2;2.9 V6 560 SPORT TURISMO;2021;Hybrides;3510;2.5;3;2;5;2;3
1681301177-4870;28620;MINI;III CABRIOLET;1.5 136 COOPER GREENWICH;2021;Essence;18401;2.5;3;2;5;2;3
1681301177-4871;24580;FIAT;TIPO II CROSS;1.0 FIREFLY 100 CROSS PLUS;2022;Essence;6150;2.5;3;2;5;2;3
1681301177-4872;34210;VOLKSWAGEN;TAIGO;LIFE PLUS 1.0 TSI 110CH AUTOMATIQUE;2024;Essence;13;2.5;3;2;5;2;3
1681301177-4873;51290;VOLVO;S90 II;2.0 T8 390 INSCRIPTION LUXE;2020;Hybrides;42750;2.5;3;2;5;2;3
1681301177-4874;48720;VOLVO;XC60 II;2.0 T8 390 R-DESIGN;2020;Hybrides;106044;2.5;3;2;5;2;3
1681301177-4875;32460;CITROEN;C5 AIRCROSS;1.5 BLUEHDI 131 FEEL;2021;Diesel;25735;2.5;3;2;5;2;3
1681301177-4876;24040;PEUGEOT;208 II;1.2 PURETECH 100 GT;2023;Essence;1;2.5;3;2;5;2;3
1681301177-4877;31300;SKODA;OCTAVIA IV COMBI;2.0 TDI 150 STYLE;2022;Diesel;57620;2.5;3;2;5;2;3
1681301177-4878;216080;PORSCHE;911 TYPE 992 CABRIOLET;3.0 450;2020;Essence;33925;2.5;3;2;5;2;3
1681301177-4879;45860;OPEL;GRANDLAND phase 2;1.2 130 ULTIMATE;2023;Essence;356;2.5;3;2;5;2;3
1681301179-4880;26560;PEUGEOT;208 II;1.2 PURETECH 100 STYLE;2023;Essence;188;2.5;3;2;5;2;3
1681301179-4881;26060;PEUGEOT;208 II;1.2 PURETECH 100 GT;2023;Essence;1;2.5;3;2;5;2;3
1681301179-4882;21240;NISSAN;QASHQAI 2;N-CONNECTA 1.2 DIG-T 115CH MANUELLE;2019;Essence;40613;2.5;3;2;5;2;3
1681301179-4883;17090;FORD;FOCUS III phase 2;1.5 TDCI 120 TITANIUM;2019;Diesel;70413;2.5;3;2;5;2;3
1681301179-4884;178090;PORSCHE;911 TYPE 992;3.0 450 CARRERA S;2020;Essence;29052;2.5;3;2;5;2;3
1681301179-4885;37110;PEUGEOT;2008 II;1.5 BLUEHDI 130 ALLURE PACK;2024;Diesel;12;2.5;3;2;5;2;3
1681301179-4886;31380;JAGUAR;F-PACE;2.0 180 PRESTIGE;2017;Diesel;89250;2.5;3;2;5;2;3
1681301179-4887;32570;SKODA;KAROQ;STYLE 1.5 TSI 150CH AUTOMATIQUE;2022;Essence;31334;2.5;3;2;5;2;3
1681301179-4888;86080;AUDI;Q3 II SPORTBACK;2.0 40 200 S LINE;2023;Diesel;123;2.5;3;2;5;2;3
1681301179-4889;26180;PEUGEOT;308 (2E GENERATION);GT LINE 1.2 PURETECH 130CH AUTOMATIQUE;2021;Essence;29118;2.5;3;2;5;2;3
1681301179-4890;30340;VOLKSWAGEN;GOLF 7;CARAT 1.5 TSI EVO BMT 150CH AUTOMATIQUE;2020;Essence;34732;2.5;3;2;5;2;3
1681301179-4891;63160;BMW;X6 F16;3.0 XDRIVE40D 313 M SPORT;2018;Diesel;40675;2.5;3;2;5;2;3
1681301179-4892;46330;VOLVO;V60 II;2.0 163 BUSINESS EXECUTIVE;2023;Essence;14667;2.5;3;2;5;2;3
1681301179-4893;33580;DS;7 CROSSBACK;1.6 PURETECH 225 PERFORMANCE LINE +;2019;Essence;118358;2.5;3;2;5;2;3
1681301179-4894;15210;RENAULT;CAPTUR phase 2;0.9 TCE 90 BUSINESS;2020;Essence;31511;2.5;3;2;5;2;3
1681301179-4895;49070;BMW;X4 G02;2.0 XDRIVE20DA 190 M SPORT;2019;Diesel;80344;2.5;3;2;5;3.5;3
1681301179-4896;41690;AUDI;A3 IV SPORTBACK;1.4 40 204 DESIGN;2022;Hybrides;23136;2.5;3;2;5;3.5;3
1681301182-4897;37440;CITROEN;E-C4 III;136 SHINE;2023;electrique;4200;2.5;3;2;5;2;3
1681301182-4898;30230;CITROEN;C5 AIRCROSS;1.5 BLUEHDI 131 FEEL;2020;Diesel;65012;2.5;3;2;5;2;3
1681301182-4899;31790;PEUGEOT;308 II GTI phase 2;1.6 PURETECH 262 GTI BY PEUGEOT SPORT;2020;Essence;71084;2.5;3;2;5;2;3
1681301182-4900;37500;BMW;X2 F39;2.0 SDRIVE18DA 150 M SPORT;2020;Diesel;72473;2.5;3;2;5;2;3
1681301182-4901;20500;CITROEN;BERLINGO II phase 3;1.6 BLUEHDI 100 CLUB;2020;Diesel;73418;2.5;3;2;5;2;3
1681301182-4902;14910;RENAULT;CLIO V;1.5 DCI 85 ZEN;2021;Diesel;43443;2.5;3;2;5;2;3
1681301182-4903;22550;RENAULT;TRAFIC III;1.6 DCI 125 GRAND CONFORT;2019;Diesel;86180;2.5;3;2;5;3.5;3
1681301182-4904;23920;FORD;TRANSIT CUSTOM;2.0 TDCI 105 AMBIENTE;2019;Diesel;126540;2.5;3;2;5;3.5;3
1681301182-4905;15410;DACIA;DUSTER phase 2;1.5 DCI 110 PRESTIGE;2017;Diesel;95913;2.5;3;2;5;2;3
1681301182-4906;35160;CUPRA;FORMENTOR;1.5 TSI 150 BUSINESS EDITION;2023;Essence;12618;2.5;3;2;5;3.5;3
1681301182-4907;25610;PEUGEOT;PARTNER III FOURGON phase 2;1.6 BLUEHDI 100 GRIP;2022;Diesel;68832;2.5;3;2;5;3.5;3
1681301182-4908;55350;LAND;ROVER RANGE ROVER VELAR;BVA 2.0L D240 R-DYNAMIC;2020;Diesel;66094;2.5;3;2;5;2;3
1681301182-4909;25960;SKODA;KAROQ;1.5 TSI 150 BUSINESS;2019;Essence;82402;2.5;3;2;5;2;3
1681301182-4910;78620;AUDI;E-TRON;95kWh 408 AVUS EXTENDED;2020;electrique;71875;2.5;3;2;5;2;3
1681301182-4911;30150;SEAT;LEON IV;1.5 ETSI 150 XCELLENCE;2022;Essence;28250;2.5;3;2;5;2;3
1681301182-4912;167290;DODGE;DURANGO;6.2 V8 720 HELLCAT;2023;Essence;22;2.5;3;2;5;2;3
1681301182-4913;198240;PORSCHE;911 TYPE 991 TARGA phase 2;3.0 450 TARGA 4 GTS;2019;Essence;32490;2.5;3;2;5;2;3
1681301184-4914;26600;PEUGEOT;208 II;1.2 PURETECH 100 GT;2023;Essence;168;2.5;3;2;5;2;3
1681301184-4915;45490;AUDI;Q2 phase 2;1.5 35 150 S LINE PLUS;2023;Essence;36997;2.5;3;2;5;2;3
1681301184-4916;32230;MINI;III 5P;1.5 136 COOPER JCW;2020;Essence;22568;2.5;3;2;5;2;3
1681301184-4917;20790;VOLKSWAGEN;SCIROCCO II phase 2;1.4 TSI 125;2018;Essence;73150;2.5;3;2;5;2;3
1681301184-4918;51640;MERCEDES;CLA 2 SHOOTING BRAKE;CLASSE SHOOTING 220D 190 4MATIC AMG;2022;Diesel;69249;2.5;3;2;5;2;3
1681301184-4919;38420;AUDI;SQ5 phase 2;3.0 V6 326 SQ5;2017;Diesel;181930;2.5;3;2;5;2;3
1681301184-4920;36460;PEUGEOT;3008 II;1.6 HYBRID 225 ALLURE BUSINESS;2021;Hybrides;51134;2.5;3;2;5;2;3
1681301184-4921;12650;FORD;FIESTA VI;1.5 TDCI 86 ST-LINE;2019;Diesel;112592;2.5;3;2;5;2;3
1681301184-4922;22300;CITROEN;C5 AIRCROSS;1.6 PURETECH 181 SHINE;2020;Essence;220968;2.5;3;2;5;2;3
1681301184-4923;28580;PEUGEOT;208 (2E GENERATION);GT 1.2 PURETECH S&S 100CH AUTOMATIQUE;2024;Essence;11;2.5;3;2;5;2;3
1681301184-4924;16100;DS;DS 3 phase 2;1.2 PURETECH 130 SO CHIC;2017;Essence;73244;2.5;3;2;5;2;3
1681301184-4925;19620;VOLKSWAGEN;GOLF VII phase 2;1.6 TDI 115 CONFORT BUSINESS;2021;Diesel;146798;2.5;3;2;5;2;3
1681301184-4926;14020;FIAT;500 X phase 2;1.6 MULTIJET 120 CROSS;2017;Diesel;129624;2.5;3;2;5;2;3
1681301184-4927;38060;AUDI;Q5 II;2.0 TDI 190;2019;Diesel;62062;2.5;3;2;5;2;3
1681301184-4928;36880;SKODA;KAROQ;1.5 TSI 150 SPORTLINE;2022;Essence;58047;2.5;3;2;5;2;3
1681301184-4929;15100;CITROEN;C3 III;1.6 BLUEHDI 99 SHINE;2019;Diesel;47636;2.5;3;2;5;2;3
1681301184-4930;35670;AUDI;A4 V;2.0 TDI 190 DESIGN LUXE;2019;Diesel;83129;2.5;3;2;5;2;3
1681301187-4931;26620;CITROEN;C3 III phase 2;1.2 PURETECH 110 SHINE;2023;Essence;188;2.5;3;2;5;2;3
1681301187-4932;22380;MINI;MINI III 3P;1.5 136 COOPER CHILI;2018;Essence;51545;2.5;3;2;5;2;3
1681301187-4933;38860;RENAULT;TRAFIC III phase 2;2.0 DCI 130 ESSENTIEL;2023;Diesel;13;2.5;3;2;5;2;3
1681301187-4934;29930;MERCEDES;GLA phase 2;1.6 180 122 INSPIRATION;2021;Essence;66911;2.5;3;2;5;2;3
1681301187-4935;70550;LAND;ROVER DISCOVERY SPORT;(2) 2.0 D180 MHEV 4WD R-DYNAMIC SE AUTO;2022;Diesel;34100;2.5;3;2;5;2;3
1681301187-4936;19090;CITROEN;C3 III phase 2;1.2 PURETECH 83 SHINE;2023;Essence;6417;2.5;3;2;5;2;3
1681301187-4937;29660;CITROEN;C4 III;1.5 BLUEHDI 131 FEEL PACK;2023;Diesel;11;2.5;3;2;5;2;3
1681301187-4938;71670;LAND;ROVER RANGE ROVER SPORT II phase 2;2.0 P400E 404 HSE DYNAMIC;2019;Hybrides;97743;2.5;3;2;5;2;3
1681301187-4939;139990;DODGE;RAM;1500 5.7 V8 CREW CAB LIMITED 10th ANNIVERSARY EDITION;2022;Essence;25;2.5;3;2;5;2;3
1681301187-4940;50610;PEUGEOT;5008 (2E GENERATION);BLUEHDI 130CH S&S EAT8 GT;2023;Diesel;4033;2.5;3;2;5;2;3
1681301187-4941;52480;PORSCHE;MACAN;S DIESEL 3.0 V6 258 PDK7 TO;2018;Diesel;76650;2.5;3;2;5;3.5;3
1681301187-4942;26760;OPEL;CORSA 6;GS LINE 1.2 TURBO 100 EAT8 EQUIP;2022;Essence;11446;2.5;3;2;5;3.5;3
1681301187-4943;33530;FIAT;DUCATO III;2.3 MULTIJET 130 PACK PRO NAV;2020;Diesel;76554;2.5;3;2;5;2;3
1681301187-4944;48380;BMW;SERIE 5 G30;3.0 M550DA 400;2020;Diesel;268158;2.5;3;2;5;2;3
1681301187-4945;53220;BMW;SERIE 7 G11;3.0 730D 265 EXCLUSIVE;2018;Diesel;105270;2.5;3;2;5;2;3
1681301187-4946;31310;RENAULT;CAPTUR 2;TECHNO 1.3 TCE MICROHYBRIDE 140CH AUTOMATIQUE;2024;Hybrides;11;2.5;3;2;5;2;3
1681301187-4947;39360;PEUGEOT;2008 (2E GENERATION);BLUEHDI 130 S&S EAT8 GT PACK;2023;Diesel;2993;2.5;3;2;5;2;3
1681301190-4948;37440;CITROEN;E-C4 III;136 SHINE;2023;electrique;4200;2.5;3;2;5;2;3
1681301190-4949;18530;RENAULT;CAPTUR phase 2;1.5 DCI 110 BUSINESS;2019;Diesel;81861;2.5;3;2;5;3.5;3
1681301190-4950;31750;TOYOTA;COROLLA XII;1.8 HYBRIDE 122 COLLECTION;2022;Hybrides;50525;2.5;3;2;5;3.5;3
1681301190-4951;33860;RENAULT;CAPTUR II;1.6 E-TECH 160 INTENS;2022;Hybrides;27344;2.5;3;2;5;2;3
1681301190-4952;34910;RENAULT;ARKANA;1.3 TCE 140 INTENS;2023;Essence;12;2.5;3;2;5;3.5;3
1681301190-4953;23080;BMW;SERIE 3 F31 TOURING phase 2;2.0 320D 163 LOUNGE;2018;Diesel;72966;2.5;3;2;5;3.5;3
1681301190-4954;40430;NISSAN;QASHQAI 3;N-CONNECTA 1.3 DIG-T MHEV 158CH AUTOMATIQUE;2023;Hybrides;11;2.5;3;2;5;2;3
1681301190-4955;48140;DS;4 II;1.6 HYBRIDE 225 PERFORMANCE LINE+;2023;Hybrides;5364;2.5;3;2;5;2;3
1681301190-4956;27360;PEUGEOT;208 II;1.2 PURETECH 100 STYLE;2024;Essence;13;2.5;3;2;5;2;3
1681301190-4957;23350;HYUNDAI;TUCSON III;1.7 CRDI 115 BUSINESS;2019;Diesel;104830;2.5;3;2;5;2;3
1681301190-4958;18860;PEUGEOT;2008 phase 2;1.2 PURETECH 110 GT LINE;2018;Essence;105976;2.5;3;2;5;2;3
1681301190-4959;45460;PEUGEOT;408;1.2 PURETECH 130 ALLURE PACK;2024;Essence;600;2.5;3;2;5;2;3
1681301190-4960;49180;MERCEDES;CLA 2;220 D AMG LINE;2020;Diesel;47970;2.5;3;2;5;2;3
1681301190-4961;64290;MERCEDES;GLC phase 2;2.0 300 320 BUSINESS LINE;2021;Hybrides;19210;2.5;3;2;5;2;3
1681301190-4962;30620;LAND;ROVER DISCOVERY SPORT;2.0 TD4 180 EXECUTIVE;2017;Diesel;141450;2.5;3;2;5;2;3
1681301190-4963;42160;PEUGEOT;3008 II;1.6 HYBRID4 300 GT;2021;Hybrides;29021;2.5;3;2;5;2;3
1681301190-4964;68410;AUDI;RS3 II SPORTBACK phase 2;2.5 TFSI 400 RS3;2020;Essence;70686;2.5;3;2;5;2;3
1681301192-4965;23370;PEUGEOT;208 II;1.2 PURETECH 100 STYLE;2023;Essence;165;2.5;3;2;5;2;3
1681301192-4966;15970;NISSAN;JUKE phase 2;1.2 DIG-T 115 DESIGN EDITION;2017;Essence;89612;2.5;3;2;5;2;3
1681301192-4967;40780;FIAT;TALENTO 2;2.0 145 PRO LOUNGE;2022;Diesel;59023;2.5;3;2;5;2;3
1681301192-4968;17800;RENAULT;KADJAR;1.6 DCI 130 INTENS;2019;Diesel;111358;2.5;3;2;5;2;3
1681301192-4969;22480;RENAULT;CLIO V;1.0 TCE 90 INTENS;2022;Essence;28358;2.5;3;2;5;2;3
1681301192-4970;40480;PEUGEOT;5008 II;1.2 PURETECH 130 GT LINE;2021;Essence;33833;2.5;3;2;5;2;3
1681301192-4971;18540;OPEL;ASTRA V;1.6 CDTI 110 BUSINESS EDITION;2018;Diesel;68730;2.5;3;2;5;2;3
1681301192-4972;27350;VOLKSWAGEN;PASSAT VIII SW;2.0 TDI 150 CONFORTLINE;2020;Diesel;70980;2.5;3;2;5;2;3
1681301192-4973;12190;CITROEN;C4 II phase 2;1.2 PURETECH 131 FEEL;2017;Essence;137773;2.5;3;2;5;2;3
1681301192-4974;47720;BMW;SERIE 3 G20;2.0 320DA 190 M SPORT;2022;Diesel;96472;2.5;3;2;5;2;3
1681301192-4975;30620;DS;3 CROSSBACK;1.5 BLUEHDI 130 GRAND CHIC;2021;Diesel;87059;2.5;3;2;5;2;3
1681301192-4976;37380;BMW;SERIE 2 F45 ACTIVE TOURER phase 2;1.5 225XE 220 PREMIERE;2021;Hybrides;26236;2.5;3;2;5;2;3
1681301192-4977;43430;FORD;KUGA III;2.0 ECOBLUE 150 ST-LINE X;2023;Diesel;15;2.5;3;2;5;2;3
1681301192-4978;31010;CITROEN;C5 AIRCROSS;2.0 BLUEHDI 178 SHINE;2021;Diesel;45957;2.5;3;2;5;2;3
1681301192-4979;23380;CITROEN;C3 (3E GENERATION);SHINE 1.2 PURETECH S&S 110CH AUTOMATIQUE;2024;Essence;11;2.5;3;2;5;2;3
1681301192-4980;20550;RENAULT;CLIO 5;V 1.0 TCE 90CH ZEN 21;2022;Essence;17889;2.5;3;2;5;2;3
1681301192-4981;28660;FORD;KUGA III;1.5 ECOBOOST 150 TITANIUM;2021;Essence;22023;2.5;3;2;5;2;3
1681301194-4982;26600;PEUGEOT;208 II;1.2 PURETECH 100 GT;2023;Essence;168;2.5;3;2;5;2;3
1681301194-4983;29260;SKODA;KAROQ;1.5 TSI 150 STYLE;2021;Essence;84468;2.5;3;2;5;2;3
1681301194-4984;54220;HYUNDAI;SANTA FE IV phase 2;1.6 T-GDI 265 EXECUTIVE;2022;Hybrides;61592;2.5;3;2;5;2;3
1681301194-4985;33580;AUDI;A3 IV SPORTBACK;1.4 40 204 DESIGN;2022;Hybrides;49324;2.5;3;2;5;2;3
1681301194-4986;145070;BMW;SERIE 4 G82 M4;3.0 510;2022;Essence;15609;2.5;3;2;5;2;3
1681301194-4987;39580;MERCEDES;SLC;1.6 180 156;2018;Essence;39696;2.5;3;2;5;3.5;3
1681301194-4988;36470;VOLKSWAGEN;TIGUAN II;2.0 TDI 150 BLACK R-LINE;2019;Diesel;65635;2.5;3;2;5;3.5;3
1681301194-4989;22580;MINI;III 5P;1.5 116 COOPER SALT;2020;Diesel;48477;2.5;3;2;5;2;3
1681301194-4990;13680;FORD;FIESTA VI;1.1 85 TREND;2018;Essence;71967;2.5;3;2;5;2;3
1681301194-4991;21920;OPEL;COMBO IV LIFE;1.2 110 COMBO LIFE;2022;Essence;10314;2.5;3;2;5;2;3
1681301194-4992;17480;PEUGEOT;PARTNER II TEPEE phase 3;1.6 BLUEHDI 100 ACTIVE;2017;Diesel;113688;2.5;3;2;5;2;3
1681301194-4993;19390;RENAULT;CLIO V;1.5 DCI 85 BUSINESS;2021;Diesel;25137;2.5;3;2;5;2;3
1681301194-4994;26660;CITROEN;BERLINGO III MULTISPACE;1.5 BLUEHDI 130 FEEL;2020;Diesel;92919;2.5;3;2;5;2;3
1681301194-4995;16640;CITROEN;C4 CACTUS phase 2;1.5 BLUEHDI 120 SHINE BUSINESS;2020;Diesel;115391;2.5;3;2;5;3.5;3
1681301194-4996;98980;PORSCHE;CAYENNE III;3.0 V6 462;2021;Hybrides;108884;2.5;3;2;5;3.5;3
1681301194-4997;23200;VOLKSWAGEN;GOLF VII phase 2;1.6 TDI 115 CONFORTLINE;2020;Diesel;26317;2.5;3;2;5;2;3
1681301194-4998;22980;PEUGEOT;3008 II;1.2 PURETECH 130 ACTIVE BUSINESS;2019;Essence;59667;2.5;3;2;5;3.5;3
1681301197-4999;26620;CITROEN;C3 III phase 2;1.2 PURETECH 110 SHINE;2023;Essence;188;2.5;3;2;5;3.5;3
1681301197-5000;69520;LAND;ROVER RANGE ROVER VELAR;3.0 D300 300 R-DYNAMIC SE;2020;Diesel;66120;2.5;3;2;5;2;3
1681301197-5001;11440;CITROEN;C3 III;1.2 PURETECH 82 SHINE;2019;Essence;82916;2.5;3;2;5;2;3
1681301197-5002;34860;NISSAN;QASHQAI III;1.3 HYBRID 158 N-STYLE;2023;Essence;6947;2.5;3;2;5;2;3
1681301197-5003;43980;AUDI;A4 V AVANT phase 2;2.0 40 190 S LINE;2020;Diesel;54832;2.5;3;2;5;2;3
1681301197-5004;25970;PEUGEOT;208 II;1.2 PURETECH 100 ALLURE;2022;Essence;26315;2.5;3;2;5;2;3
1681301197-5005;45460;CUPRA;FORMENTOR;1.4 E-HYBRID 245 VZ;2022;Hybrides;27526;2.5;3;2;5;2;3
1681301197-5006;29680;ALFA;ROMEO STELVIO;2.2 DIESEL 180 LUSSO;2019;Diesel;129030;2.5;3;2;5;2;3
1681301197-5007;29260;SKODA;KAROQ;1.5 TSI 150 STYLE;2021;Essence;84468;2.5;3;2;5;2;3
1681301197-5008;54220;HYUNDAI;SANTA FE IV phase 2;1.6 T-GDI 265 EXECUTIVE;2022;Hybrides;61592;2.5;3;2;5;2;3
1681301197-5009;33580;AUDI;A3 IV SPORTBACK;1.4 40 204 DESIGN;2022;Hybrides;49324;2.5;3;2;5;2;3
1681301197-5010;145070;BMW;SERIE 4 G82 M4;3.0 510;2022;Essence;15609;2.5;3;2;5;2;3
1681301197-5011;39580;MERCEDES;SLC;1.6 180 156;2018;Essence;39696;2.5;3;2;5;2;3
1681301197-5012;36470;VOLKSWAGEN;TIGUAN II;2.0 TDI 150 BLACK R-LINE;2019;Diesel;65635;2.5;3;2;5;2;3
1681301197-5013;22580;MINI;III 5P;1.5 116 COOPER SALT;2020;Diesel;48477;2.5;3;2;5;2;3
1681301197-5014;13680;FORD;FIESTA VI;1.1 85 TREND;2018;Essence;71967;2.5;3;2;5;2;3
1681301197-5015;21920;OPEL;COMBO IV LIFE;1.2 110 COMBO LIFE;2022;Essence;10314;2.5;3;2;5;2;3
1681301200-5016;23370;PEUGEOT;208 II;1.2 PURETECH 100 STYLE;2023;Essence;165;2.5;3;2;5;2;3
1681301200-5017;194870;MERCEDES;CLASSE V II EXTRA-LONG phase 2;2.0 300 D 239 AVANTGARDE;2023;Diesel;22500;2.5;3;2;5;2;3
1681301200-5018;52780;PEUGEOT;3008 II phase 2;1.6 HYBRID 225 GT;2023;Hybrides;1982;2.5;3;2;5;2;3
1681301200-5019;35980;VOLKSWAGEN;ARTEON;2.0 TDI 150;2020;Diesel;34538;2.5;3;2;5;2;3
1681301200-5020;35680;NISSAN;NAVARA II;2.3 DCI 190 N-CONNECTA;2018;Diesel;74851;2.5;3;2;5;2;3
1681301200-5021;20400;FORD;KUGA II phase 2;1.5 ECOBOOST 150 ST LINE;2018;Essence;89935;2.5;3;2;5;2;3
1681301200-5022;13710;DACIA;SANDERO 2;CONFORT 1.0 SCE 75CH MANUELLE;2021;Essence;5550;2.5;3;2;5;2;3
1681301200-5023;92020;PORSCHE;MACAN;3.0 V6 340 S;2020;Essence;46138;2.5;3;2;5;2;3
1681301200-5024;33620;CITROEN;C5 AIRCROSS;1.5 BLUEHDI 131 SHINE PACK;2022;Diesel;41732;2.5;3;2;5;2;3
1681301200-5025;17830;RENAULT;CLIO V;1.5 DCI 85 BUSINESS;2021;Diesel;52519;2.5;3;2;5;2;3
1681301200-5026;36230;CITROEN;C5 AIRCROSS;SHINE 1.5 BLUEHDI 130CH AUTOMATIQUE;2023;Diesel;2804;2.5;3;2;5;2;3
1681301200-5027;18290;OPEL;ADAM;1.0 DI 115 ROCKS;2020;Essence;64120;2.5;3;2;5;2;3
1681301200-5028;74630;VOLVO;XC90 II phase 2;2.0 T8 390 INSCRIPTION LUXE;2021;Hybrides;50025;2.5;3;2;5;2;3
1681301200-5029;29520;DACIA;DUSTER 2;1.3 TCE 150 PRESTIGE PLUS 4X4;2023;Essence;12;2.5;3;2;5;2;3
1681301200-5030;19550;CITROEN;C3 III;1.2 PURETECH 82 FEEL BUSINESS;2020;Essence;38317;2.5;3;2;5;2;3
1681301200-5031;94060;CUPRA;FORMENTOR;2.5 TSI 390 VZ5;2023;Essence;8400;2.5;3;2;5;2;3
1681301200-5032;18470;PEUGEOT;308 II phase 2;1.2 PURETECH 130 ALLURE;2018;Essence;92819;2.5;3;2;5;2;3
1681301202-5033;26600;PEUGEOT;208 II;1.2 PURETECH 100 GT;2023;Essence;168;2.5;3;2;5;3.5;3
1681301202-5034;54750;MERCEDES;SPRINTER III phase 2;2.0 215 150 PRO;2024;Diesel;1;2.5;3;2;5;3.5;3
1681301202-5035;27180;PEUGEOT;208 II;1.2 PURETECH 100 GT;2023;Essence;1;2.5;3;2;5;2;3
1681301202-5036;41630;MERCEDES;SLC;1.6 180 156 SPORTLINE;2019;Essence;56130;2.5;3;2;5;2;3
1681301202-5037;39140;VOLVO;V90 CROSS COUNTRY;2.0 D5 235 CROSS COUNTRY LUXE;2019;Diesel;101850;2.5;3;2;5;2;3
1681301202-5038;30840;CITROEN;C5 AIRCROSS;1.5 BLUEHDI 131 FEEL;2021;Diesel;53115;2.5;3;2;5;2;3
1681301202-5039;37780;VOLVO;XC40;1.5 T3 163 R-DESIGN;2022;Essence;36277;2.5;3;2;5;2;3
1681301202-5040;18280;DACIA;LOGAN II MCV phase 2;1.5 DCI 95 STEPWAY;2020;Diesel;57361;2.5;3;2;5;2;3
1681301202-5041;38150;VOLKSWAGEN;TIGUAN II;2.0 TDI 150 BLACK R-LINE;2020;Diesel;63689;2.5;3;2;5;3.5;3
1681301202-5042;69930;PORSCHE;718 CAYMAN;2.0 300;2017;Essence;86943;2.5;3;2;5;3.5;3
1681301202-5043;29600;FORD;PUMA 2;TITANIUM 1.0 ECOBOOST MHEV 125CH MANUELLE;2023;Hybrides;1078;2.5;3;2;5;2;3
1681301202-5044;12990;RENAULT;CLIO V;1.0 SCE 72 BUSINESS;2021;Essence;62437;2.5;3;2;5;3.5;3
1681301202-5045;41010;VOLVO;XC40;2.0 D3 150 INSCRIPTION;2020;Diesel;71390;2.5;3;2;5;3.5;3
1681301202-5046;26730;HYUNDAI;KONA;1.6 GDI 141 INTUITIVE;2021;Hybrides;23005;2.5;3;2;5;2;3
1681301202-5047;40470;BMW;SERIE 2 F22 COUPE;2.0 220D 190 M SPORT;2021;Diesel;27814;2.5;3;2;5;2;3
1681301202-5048;40200;NISSAN;QASHQAI III;1.3 HYBRID 158 TEKNA+;2023;Essence;29564;2.5;3;2;5;2;3
1681301202-5049;40760;RENAULT;MASTER III phase 2;2.3 DCI 135 CONFORT;2023;Diesel;11;2.5;3;2;5;2;3
1681301205-5050;26560;PEUGEOT;208 II;1.2 PURETECH 100 STYLE;2023;Essence;188;2.5;3;2;5;2;3
1681301205-5051;52670;RENAULT;MEGANE V;E-TECH 220 TECHNO;2023;electrique;17700;2.5;3;2;5;2;3
1681301205-5052;41400;CITROEN;C5 AIRCROSS phase 2;1.5 BLUEHDI 131 SHINE;2023;Diesel;11;2.5;3;2;5;2;3
1681301205-5053;31960;MINI;COUNTRYMAN II;1.5 102 ONE SALT;2019;Essence;34237;2.5;3;2;5;2;3
1681301205-5054;21730;PEUGEOT;3008 II;1.2 PURETECH 130 ACTIVE BUSINESS;2018;Essence;72888;2.5;3;2;5;2;3
1681301205-5055;29860;CITROEN;C4 SPACETOURER;1.5 BLUEHDI 131 BUSINESS;2020;Diesel;72071;2.5;3;2;5;2;3
1681301205-5056;33620;AUDI;Q2;2.0 35 150 MIDNIGHT SERIES;2020;Diesel;103554;2.5;3;2;5;2;3
1681301205-5057;54750;MERCEDES;SPRINTER III phase 2;2.0 215 150 PRO;2024;Diesel;1;2.5;3;2;5;2;3
1681301205-5058;27180;PEUGEOT;208 II;1.2 PURETECH 100 GT;2023;Essence;1;2.5;3;2;5;2;3
1681301205-5059;41630;MERCEDES;SLC;1.6 180 156 SPORTLINE;2019;Essence;56130;2.5;3;2;5;2;3
